year,pft7_hydraulic,pft7_cstarvation,pft7_fire,pft9_hydraulic,pft9_cstarvation,pft9_fire,pft10_hydraulic,pft10_cstarvation,pft10_fire
1910.9167,61.263209,4.8247367,0,294.77292,2.4942535,0,29.972398,0.00053080219,0
1911,71.766583,1.9054301,0,342.97718,2.2445714,0,31.882191,0.00032191676,0
1911.0833,70.79757,1.860487,0,336.30585,2.1008572,0,28.378969,0.00028959456,0
1911.1667,69.899029,3.9385153,0,329.77152,1.966979,0,25.288657,0.00026060423,0
1911.25,69.014136,7.6912325,0,323.16215,1.8378719,0,22.464047,0.00023367313,0
1911.3333,48.427353,12.478333,0,225.41025,1.7197279,0,14.418163,0.000210321,0
1911.4167,0,10.632629,0,0,8.531354,0,0,0.006600795,0
1911.5,0,5.5067865,0,0,4.6005536,0,0,0.0068900013,0
1911.5833,0,6.5651851,0,0,3.5534501,0,0,0.0058018164,0
1911.6667,0,9.9002722,0,0,3.2952511,0,0,0.0050179097,0
1911.75,0,9.9881225,0,0,2.8151247,0,0,0.0036949787,0
1911.8333,0,11.351917,0,0,2.4281334,0,0,0.0027742936,0
1911.9167,70.157235,17.64397,0,329.75203,2.3055382,0,34.601005,0.0026280965,0
1912,73.981049,10.390121,0,345.36256,2.0289192,0,32.927078,0.0019604857,0
1912.0833,73.043246,14.725876,0,338.44954,1.9066494,0,29.390345,0.0017870543,0
1912.1667,72.05408,21.588523,0,331.65511,1.7926099,0,26.262545,0.0016292259,0
1912.25,70.793151,26.441567,0,324.73251,1.6825837,0,23.395434,0.0014805832,0
1912.3333,15.838248,26.451538,0,72.350078,2.2527178,0,4.9233979,0.0028469217,0
1912.4167,0,8.5028823,0,0,4.6455799,0,0,0.009831472,0
1912.5,0,10.187188,0,0,3.249016,0,0,0.009034438,0
1912.5833,0,12.632326,0,0,1.8666239,0,0,0.0084560469,0
1912.6667,0,5.7141634,0,0,1.7291497,0,0,0.0079695186,0
1912.75,0,6.15654,0,0,1.5487632,0,0,0.0068861257,0
1912.8333,32.230935,8.2750829,0,151.12323,1.2374674,0,17.991266,0.0041207902,0
1912.9167,79.662592,15.564788,0,372.196,1.1594042,0,41.44461,0.0037718961,0
1913,78.514255,6.6262276,0,364.58249,0.98274562,0,36.856887,0.0030763118,0
1913.0833,77.419241,9.096108,0,357.39965,0.91862663,0,32.98782,0.002781642,0
1913.1667,76.043781,14.695743,0,350.28992,0.8589773,0,29.555367,0.0025158938,0
1913.25,74.699481,22.047591,0,343.06656,0.80152929,0,26.401226,0.0022677427,0
1913.3333,28.577986,23.801556,0,130.88518,0.75175307,0,9.4562422,0.0020773361,0
1913.4167,0,0.90028248,0,0,2.5972284,0,0,0.0076285586,0
1913.5,0,1.0507773,0,0,2.4344298,0,0,0.0070282704,0
1913.5833,0,1.2302845,0,0,2.268736,0,0,0.0063280699,0
1913.6667,0,1.4475782,0,0,2.130917,0,0,0.0057777149,0
1913.75,0,1.8443373,0,0,1.8338295,0,0,0.0041357558,0
1913.8333,0,2.3826395,0,0,1.5694683,0,0,0.0026964767,0
1913.9167,2.644072,3.2054009,0,12.485687,1.507868,0,1.3971921,0.0026230836,0
1914,81.34272,2.6991542,0,382.38657,1.3454977,0,40.683821,0.002321161,0
1914.0833,80.170679,2.8486366,0,373.94582,1.2637637,0,36.225569,0.0020847133,0
1914.1667,79.038532,3.3947311,0,365.7429,1.1873134,0,32.294649,0.0018774666,0
1914.25,77.866428,8.3831474,0,357.46833,1.1133684,0,28.701906,0.0016848414,0
1914.3333,49.582816,15.127548,0,226.31002,1.0467093,0,16.817869,0.0015196536,0
1914.4167,0,11.539979,0,0,3.8600578,0,0,0.0046814377,0
1914.5,0,9.3057152,0,0,3.9222063,0,0,0.0046286582,0
1914.5833,0,4.298078,0,0,3.6304693,0,0,0.0040762859,0
1914.6667,0,3.8301033,0,0,3.3623229,0,0,0.0035846943,0
1914.75,0,3.0232694,0,0,2.9834251,0,0,0.0028233847,0
1914.8333,38.744324,3.1680458,0,169.79299,2.4426227,0,18.271772,0.0016830854,0
1914.9167,18.637173,3.0320489,0,81.495498,2.3163965,0,8.4797323,0.0015600209,0
1915,60.058432,1.9287556,0,262.00368,2.0688937,0,25.929161,0.0013204617,0
1915.0833,80.01391,2.450454,0,346.19293,1.9508549,0,31.610897,0.001192431,0
1915.1667,78.934154,3.0998726,0,338.32414,1.8382881,0,28.158935,0.0010730661,0
1915.25,77.817257,6.5679024,0,330.40787,1.7291666,0,25.010704,0.00096198913,0
1915.3333,37.274531,17.308543,0,157.07136,1.6328974,0,11.089577,0.00087174964,0
1915.4167,0,7.3351968,0,0,5.6565792,0,0,0.0033732788,0
1915.5,0,6.0717396,0,0,5.5590284,0,0,0.0031873389,0
1915.5833,0,7.3728378,0,0,5.2284569,0,0,0.0028132564,0
1915.6667,0,9.4348805,0,0,4.9020432,0,0,0.0024462429,0
1915.75,0,12.014562,0,0,4.2403594,0,0,0.0017682159,0
1915.8333,0,16.733117,0,0,3.7003681,0,0,0.0012736414,0
1915.9167,0,21.804043,0,0,3.5625975,0,0,0.0012413951,0
1916,0,25.52911,0,0,3.2307529,0,0,0.0010366504,0
1916.0833,20.310946,28.18766,0,82.494362,3.1191699,0,9.659928,0.0010110671,0
1916.1667,80.5222,31.248971,0,325.30817,2.9582504,0,35.744301,0.00093075219,0
1916.25,79.130452,38.572615,0,317.97013,2.7816077,0,31.519694,0.00083446761,0
1916.3333,77.438757,42.876762,0,310.80001,2.6162609,0,27.779135,0.00074829075,0
1916.4167,30.571888,49.487842,0,122.32482,4.303774,0,10.152365,0.001893034,0
1916.5,0,51.589941,0,0,5.612567,0,0,0.0028896276,0
1916.5833,0,42.903784,0,0,4.1544566,0,0,0.0028022991,0
1916.6667,0,36.715404,0,0,2.9083027,0,0,0.0027157365,0
1916.75,0,33.139737,0,0,2.7808691,0,0,0.0026271297,0
1916.8333,2.61171,37.54509,0,9.8758942,2.176468,0,1.2932284,0.001539696,0
1916.9167,77.712753,44.141623,0,293.08993,2.0525475,0,36.424969,0.0014332536,0
1917,76.082028,40.631971,0,286.08174,1.813464,0,32.198752,0.0012400285,0
1917.0833,74.792753,45.624969,0,280.46366,1.696271,0,28.678376,0.0011139728,0
1917.1667,73.703425,53.745265,0,274.75707,1.5878415,0,25.568473,0.0010010319,0
1917.25,72.564002,61.341951,0,268.98516,1.483571,0,22.725907,0.00089626477,0
1917.3333,36.996274,67.033115,0,136.59652,1.3914106,0,10.734472,0.00081048405,0
1917.4167,0,46.122069,0,0,4.8405884,0,0,0.0014680249,0
1917.5,0,37.296834,0,0,4.5196102,0,0,0.001451712,0
1917.5833,0,24.307391,0,0,4.218385,0,0,0.0014059342,0
1917.6667,0,16.414547,0,0,3.9700073,0,0,0.0013325391,0
1917.75,0,14.776222,0,0,3.6159437,0,0,0.0011614633,0
1917.8333,76.247642,15.418295,0,288.98347,2.9236767,0,36.541534,0.00070557111,0
1917.9167,80.631199,18.195581,0,303.7352,2.7405239,0,35.187137,0.00062644494,0
1918,79.428719,17.438656,0,297.7118,2.4569677,0,31.478446,0.00054860031,0
1918.0833,78.271573,21.959792,0,292.04067,2.3135945,0,28.330553,0.00048919596,0
1918.1667,76.37561,15.795815,0,286.44222,2.1794139,0,25.520503,0.00043632898,0
1918.25,75.183508,17.224057,0,280.74941,2.0493367,0,22.922282,0.00038761532,0
1918.3333,74.158987,20.794188,0,275.14382,1.9276238,0,20.605418,0.00034437166,0
1918.4167,34.243855,26.140156,0,126.43497,4.5713645,0,8.8525033,0.0011509072,0
1918.5,0,27.121806,0,0,5.4765042,0,0,0.0012485985,0
1918.5833,0,21.074037,0,0,5.1312965,0,0,0.00087579139,0
1918.6667,0,16.227549,0,0,4.820748,0,0,0.00065786379,0
1918.75,7.6780391,13.187566,0,27.684601,4.2162992,0,3.1106401,0.0004849761,0
1918.8333,78.756223,16.26149,0,283.04452,2.7929135,0,30.26477,0.00026567377,0
1918.9167,77.68487,20.700545,0,277.54985,2.5939721,0,27.061086,0.00023515052,0
1919,76.328505,18.304006,0,272.01451,2.3159585,0,24.157645,0.00018665908,0
1919.0833,75.174055,22.377059,0,266.8499,2.1584979,0,21.687486,0.00016576359,0
1919.1667,74.214691,26.944722,0,261.8082,2.0136347,0,19.476841,0.00014738645,0
1919.25,73.202683,31.667056,0,256.67382,1.8746509,0,17.439456,0.00013052346,0
1919.3333,30.384294,33.338371,0,106.13126,1.7541545,0,6.7661955,0.0001172736,0
1919.4167,0,10.924616,0,0,4.4626667,0,0,0.0021531121,0
1919.5,0,5.9683654,0,0,4.0873071,0,0,0.0010720819,0
1919.5833,0,1.0010772,0,0,3.4722799,0,0,0.00052109734,0
1919.6667,0,0.004077465,0,0,1.4926634,0,0,0.00030027424,0
1919.75,0,0.13154826,0,0,1.3749391,0,0,0.0002354353,0
1919.8333,0,0.94252352,0,0,1.0509524,0,0,0.00015824743,0
1919.9167,0,1.9392064,0,0,1.0075722,0,0,0.00015331517,0
1920,0,0.87519015,0,0,1.0683656,0,0,0.00017234633,0
1920.0833,0,1.5196684,0,0,1.0342706,0,0,0.00016890868,0
1920.1667,0,2.125019,0,0,1.0020692,0,0,0.00016557275,0
1920.25,0,3.1987091,0,0,0.97037403,0,0,0.00016222168,0
1920.3333,0,4.3067719,0,0,0.9401671,0,0,0.0001589663,0
1920.4167,0,4.4079106,0,0,2.8033061,0,0,0.0027426127,0
1920.5,0,3.9529967,0,0,4.8686789,0,0,0.0050724057,0
1920.5833,0,4.0060504,0,0,4.3622523,0,0,0.0038210894,0
1920.6667,0,4.4168588,0,0,3.9253727,0,0,0.002934004,0
1920.75,0,4.8881749,0,0,3.1948129,0,0,0.0018783571,0
1920.8333,0,5.8146859,0,0,2.7101725,0,0,0.0013666409,0
1920.9167,13.930258,6.7408722,0,44.097269,2.6306508,0,7.2719639,0.0013435421,0
1921,85.190916,4.9594659,0,270.07994,2.1741848,0,42.071448,0.0010540466,0
1921.0833,84.093374,5.8083238,0,264.98757,2.0698843,0,37.54621,0.00096279477,0
1921.1667,83.030662,6.6286693,0,260.01598,1.9718092,0,33.507237,0.00087957953,0
1921.25,81.950752,7.4101019,0,254.98257,1.8794795,0,29.73917,0.00080101923,0
1921.3333,75.678879,8.2976814,0,234.06672,1.7927747,0,24.744781,0.00072960467,0
1921.4167,0,7.6894049,0,0,5.5404838,0,0,0.0037449545,0
1921.5,0,6.5343281,0,0,6.473016,0,0,0.004298971,0
1921.5833,0,3.5974593,0,0,6.0314469,0,0,0.0037990928,0
1921.6667,0,3.5314136,0,0,5.5924451,0,0,0.0033317891,0
1921.75,0,4.0699727,0,0,4.638297,0,0,0.0024162571,0
1921.8333,0,4.6993303,0,0,3.7911459,0,0,0.0016305103,0
1921.9167,0,5.8316033,0,0,3.6323324,0,0,0.0015928619,0
1922,0,3.9056251,0,0,3.1811416,0,0,0.0012501263,0
1922.0833,0,5.3338527,0,0,3.0627868,0,0,0.0012308965,0
1922.1667,0,7.1182267,0,0,2.9490578,0,0,0.0012119774,0
1922.25,0,9.4740581,0,0,2.8359916,0,0,0.001192729,0
1922.3333,0,11.160956,0,0,2.7274726,0,0,0.0011738069,0
1922.4167,0,10.598931,0,0,4.6096445,0,0,0.0045788511,0
1922.5,0,8.0713708,0,0,7.5993873,0,0,0.0075657062,0
