year,froot_gCm2,leaf_gCm2,p_uptake_demand_ratio,gpp_pft7_gCm2day,gpp_pft9_gCm2day,gpp_pft10_gCm2day,l2fr_site,l2fr_canopy,l2fr_ustory,leaf_alloc_gCm2yr,froot_alloc_gCm2yr
1901,0.35988746,0,0.0027513609,0,0,0,3.4274294,1.9375807,0.78484911,0,8.0293667e-05
1901.0833,0.33554801,0,0.002807644,0,0,0,3.4803061,1.7583631,0.71306014,0,3.8380524e-05
1901.1667,0.30958423,0,0.0029833161,0,0,0,3.5211179,1.5950514,0.64763618,0,0
1901.25,0.29960938,3.0765329,0.0030018678,0,0,0,3.5249791,1.4421052,0.58635795,138.98368,0.37571999
1901.3333,0.33209671,11.949411,0.002832223,0,-3.873666e-07,0,3.2725265,1.3038034,0.53084213,0,0
1901.4167,0.32961514,12.950709,0.0029522085,0.019977818,0.016949679,0,2.689055,1.178722,0.48056686,0,0
1901.5,0.35019335,17.500717,0.0034199692,0.84074136,1.7413897,0.7749984,1.788884,1.0658069,0.43513697,111.22967,0.015417468
1901.5833,2.2043632,25.963372,0.00064796722,0.81580768,1.8958666,1.0556154,1.3841587,0.9692266,0.39355588,15.61332,38.673856
1901.6667,10.807759,27.101362,0.00011597679,0.52806366,1.2725021,0.71436177,1.284698,0.91145134,0.3648043,7.2658926e-12,139.69525
1901.75,18.635459,13.468209,7.8029887e-05,0.097668229,0.23116948,0.12102435,1.6986965,0.89964283,0.35952356,3.0481642e-12,30.348056
1901.8333,17.952351,0,5.4827939e-05,0,0,0,1.6954353,0.9118346,0.35808408,0,0.0023787797
1901.9167,16.50157,0,4.7625868e-05,0,0,0,1.638991,0.92276913,0.35605592,0,0.13009111
1902,15.145699,0,4.6843095e-05,0,0,0,1.6887201,0.93063766,0.34536561,0,0.0046834516
1902.0833,13.948097,0,5.0295188e-05,0,0,0,1.726961,0.93693441,0.33128372,0,0.001444954
1902.1667,12.846423,0,5.4835902e-05,0,0,0,1.7568778,0.9426133,0.31854403,0,4.2644158e-05
1902.25,12.953827,2.9482255,5.6725243e-05,0,0,0,1.7866899,0.94803196,0.30654952,133.11792,51.274091
1902.3333,15.659971,11.471871,5.4192413e-05,0.0082537729,0.014264542,0,1.8392283,0.96458602,0.29173747,0,0
1902.4167,15.995722,15.517755,5.9993174e-05,0.82591623,1.9127775,0.63288262,1.7491091,1.0168382,0.27083063,124.31283,0.013164561
1902.5,26.635962,23.864498,4.6716967e-05,1.0099865,2.3146977,1.2421894,2.010031,1.1184514,0.25020769,1.7797349,244.19428
