year,sminp_gPm2,labilep_gPm2,secondp_gPm2,occlp_gPm2,primp_gPm2,litr1p_gPm2,litr2p_gPm2,litr3p_gPm2,vegp_gPm2,storep_gPm2,totsomp_gPm2,p_uptake_gPm2yr,p_efflux_gPm2yr,sminp_leached_gPm2yr,total_inorganic_gPm2,total_ecosystem_gPm2
1903.25,124.78664,0.20347323,124.40818,0.60292798,0.031492226,205.06918,443.36624,218.41893,1.5013239,1.0160345,125.80087,0.62609851,0.24408169,1.4473195e-09,250.03271,1245.2053
1903.3333,124.75996,0.20359538,124.38126,0.6030544,0.031492468,205.02644,443.26932,218.37212,1.5287157,0.97295123,125.794,0.63705277,0.23205736,1.4830238e-09,249.97937,1244.9429
1903.4167,124.73311,0.20362616,124.35435,0.60318089,0.03149271,205.0311,443.27124,218.37419,1.5557082,0.96492964,125.78717,0.68351775,0.22853866,1.2607909e-09,249.92577,1244.9101
1903.5,124.70556,0.20327857,124.32745,0.60330731,0.031492949,205.21692,443.64349,218.55974,1.5860561,0.92620724,125.78052,0.98971051,0.41838089,8.1511198e-10,249.87109,1245.584
1903.5833,124.67732,0.20278959,124.30011,0.60343575,0.031493194,205.38489,443.97076,218.71674,1.625414,0.92474771,125.77341,0.89645445,0.376335,6.7964362e-10,249.81516,1246.2111
1903.6667,124.65054,0.20284857,124.27322,0.60356212,0.031493433,205.46176,444.11026,218.76855,1.619751,1.0099542,125.76632,0.78287321,0.28876314,6.1901995e-10,249.76166,1246.4983
1903.75,124.62379,0.20292689,124.24633,0.60368842,0.031493671,205.47974,444.13123,218.7616,1.6396586,1.0434421,125.75893,0.69593638,0.24506408,7.6168249e-10,249.70824,1246.5228
1903.8333,124.5975,0.20324498,124.21945,0.60381472,0.031493913,205.42291,444.00262,218.69666,1.6700337,1.0474206,125.75141,0.58672982,0.18117192,1.0694112e-09,249.65552,1246.2466
1903.9167,124.57121,0.20355536,124.19257,0.60394102,0.031494152,205.3531,443.84988,218.62315,1.683025,1.0502688,125.74397,0.5716455,0.18706566,1.3861909e-09,249.60277,1245.9062
1904,124.54663,0.20501275,124.16527,0.60406935,0.031494394,205.27507,443.6821,218.54199,1.6747049,1.0516272,125.71986,0.67832059,0.16693585,1.7470234e-09,249.55246,1245.4978
1904.0833,124.52636,0.2080491,124.13931,0.60419142,0.031494625,205.20341,443.52939,218.46805,1.6404655,1.0417377,125.67953,0.69197518,0.21659274,1.8019778e-09,249.5094,1245.0719
1904.1667,124.50742,0.2117794,124.11337,0.60431349,0.031494856,205.13538,443.38531,218.39836,1.6050329,1.0283325,125.63587,0.69681859,0.24314775,1.8411935e-09,249.46837,1244.6567
1904.25,124.48801,0.21571304,124.08656,0.60443962,0.031495094,205.0681,443.24399,218.33008,1.5919399,0.92674929,125.58978,0.7128765,0.24378094,1.8763269e-09,249.42622,1244.1768
1904.3333,124.46912,0.21990085,124.05979,0.6045658,0.031495333,205.00667,443.116,218.26846,1.5757866,0.90358365,125.54111,0.74860245,0.25229442,1.9092632e-09,249.38487,1243.7965
1904.4167,124.44939,0.22362526,124.03305,0.60469186,0.031495571,205.11517,443.33948,218.38097,1.5744658,0.87218916,125.49128,0.84981114,0.22953385,1.3938053e-09,249.34225,1244.1158
1904.5,124.42751,0.22619432,124.00633,0.60481799,0.03149581,205.44608,444.02615,218.72122,1.5834707,0.82886773,125.44069,1.2034996,0.46305496,9.7940456e-10,249.29634,1245.3429
1904.5833,124.40235,0.22723724,123.97919,0.60494608,0.031496048,205.77237,444.69574,219.02922,1.5831873,0.88214159,125.39033,0.9812941,0.30519,8.1371526e-10,249.24521,1246.5982
1904.6667,124.37521,0.22700089,123.95248,0.60507214,0.031496286,206.08977,445.34015,219.34084,1.601945,0.91000772,125.34488,0.6496864,0.10815033,7.0078909e-10,249.19125,1247.8189
1904.75,124.34684,0.22611251,123.92579,0.60519814,0.031496521,206.17688,445.51016,219.42615,1.6423033,0.91436058,125.30013,0.66549373,0.13338108,9.0345303e-10,249.13544,1248.1053
1904.8333,124.31651,0.2241834,123.89909,0.60532409,0.03149676,206.13974,445.42645,219.38564,1.6866127,0.93091911,125.25593,0.67720932,0.13986355,1.2642061e-09,249.07661,1247.9019
1904.9167,124.28562,0.22196451,123.87239,0.60545009,0.031496994,206.08961,445.31644,219.33209,1.7259129,0.96182084,125.21194,0.66475415,0.20084116,1.7418541e-09,249.01692,1247.6548
1905,124.25694,0.22114806,123.84525,0.60557806,0.031497236,206.04295,445.21347,219.28204,1.692843,0.94710803,125.18627,0.38362557,0.075238071,1.839537e-09,248.9604,1247.3251
1905.0833,124.23109,0.22112893,123.81943,0.60569984,0.031497464,206.004,445.12659,219.23997,1.6111913,0.91078138,125.17982,0.37362915,0.089889921,1.851981e-09,248.90883,1246.9812
1905.1667,124.20528,0.22113416,123.79361,0.60582155,0.031497691,205.96873,445.04724,219.20163,1.5190233,0.86979997,125.17338,0.37412536,0.089241199,1.8689039e-09,248.85733,1246.6372
1905.25,124.17867,0.22117515,123.76692,0.60594743,0.031497926,205.91858,444.94931,219.15463,1.4442769,0.74043953,125.16687,0.59606826,0.22751758,1.8884474e-09,248.8042,1246.1784
1905.3333,124.15188,0.22111945,123.74024,0.6060732,0.031498164,205.86287,444.85178,219.10869,1.4017462,0.72763836,125.16022,0.62584311,0.27454829,1.8823434e-09,248.75082,1245.8638
1905.4167,124.12494,0.22098018,123.71356,0.60619903,0.031498399,206.0188,445.19156,219.2794,1.4222113,0.69728941,125.15359,0.69167459,0.19328664,1.350298e-09,248.69717,1246.46
1905.5,124.09757,0.22060245,123.6869,0.60632479,0.031498633,206.53062,446.24863,219.80345,1.4574397,0.61626232,125.14671,0.39018467,0.036583334,8.9052599e-10,248.64288,1248.446
1905.5833,124.07027,0.22049344,123.65979,0.60645258,0.031498872,207.03944,447.28494,220.31758,1.4856944,0.54912674,125.13986,0.38435408,0.043549206,7.3583195e-10,248.5885,1250.4052
1905.6667,124.04362,0.22049963,123.63313,0.60657829,0.031499103,207.43886,448.09702,220.72058,1.4743689,0.58016694,125.13304,0.38490573,0.044410169,6.5950168e-10,248.53532,1251.9793
1905.75,124.01699,0.22051534,123.60648,0.60670394,0.031499337,207.64041,448.50287,220.92252,1.5008427,0.58261126,125.1259,0.38863921,0.060334269,7.7260687e-10,248.48218,1252.7573
1905.8333,123.99039,0.2205428,123.57983,0.60682958,0.031499572,207.63696,448.48825,220.91624,1.5244081,0.61627811,125.11863,0.38722032,0.080079392,9.3987396e-10,248.42909,1252.7299
1905.9167,123.96379,0.22056355,123.55318,0.60695523,0.031499807,207.63216,448.47095,220.90863,1.5376621,0.6475457,125.11137,0.38644397,0.15935311,1.039164e-09,248.37599,1252.6843
1906,123.92929,0.21661851,123.52611,0.6070829,0.031500041,207.62753,448.45401,220.90118,1.5427524,0.67756283,125.08307,0.81704688,0.25659052,1.103567e-09,248.31061,1252.5967
1906.0833,123.8905,0.20970033,123.50031,0.60720438,0.031500269,207.62527,448.44238,220.89635,1.5636121,0.72106403,125.03609,0.8089869,0.33232167,1.1336988e-09,248.23921,1252.524
1906.1667,123.8535,0.20375067,123.47449,0.60732579,0.031500492,207.62318,448.43124,220.89172,1.5749042,0.75464034,124.98901,0.78629512,0.39426252,1.1826301e-09,248.17056,1252.4352
1906.25,123.81721,0.19865197,123.44777,0.60745132,0.031500727,207.62138,448.42056,220.88733,1.5824586,0.74557436,124.93999,0.76733285,0.45243618,1.2538709e-09,248.10258,1252.2999
1906.3333,123.78379,0.19508521,123.42104,0.60757679,0.031500958,207.62532,448.42166,220.88881,1.4979256,0.68649918,124.88925,0.7305851,0.45908213,1.2892298e-09,248.03897,1252.0484
1906.4167,123.75359,0.19324151,123.39429,0.60770226,0.031501189,207.65862,448.48294,220.92009,1.4223839,0.66795766,124.83916,0.69870263,0.340909,1.2070535e-09,247.98032,1251.9715
1906.5,123.7236,0.19150944,123.36755,0.60782772,0.031501424,208.0336,449.246,221.29886,1.4473166,0.62393975,124.78915,0.72496372,0.12196379,7.5491552e-10,247.922,1253.3609
1906.5833,123.6922,0.18926002,123.34036,0.60795516,0.031501658,208.43901,450.07086,221.70822,1.4661827,0.6322428,124.73938,0.70572209,0.11497987,6.1061733e-10,247.86128,1254.9173
1906.6667,123.65971,0.18619682,123.31361,0.60808057,0.031501889,208.80704,450.81964,222.07973,1.5006821,0.62052506,124.69296,0.73318893,0.1307115,5.6851368e-10,247.7991,1256.3197
1906.75,123.62656,0.18278544,123.28684,0.60820591,0.03150212,209.00935,451.22772,222.28268,1.5385917,0.64390558,124.64653,0.72173297,0.24391432,5.7279548e-10,247.7359,1257.0846
1906.8333,123.59354,0.17945625,123.26006,0.6083312,0.031502351,209.01663,451.23535,222.2874,1.5553896,0.68024409,124.60033,0.72449666,0.48040029,8.0350909e-10,247.67291,1257.0482
1906.9167,123.56078,0.17626674,123.23328,0.60845655,0.031502582,208.96234,451.11731,222.22981,1.5579355,0.71029019,124.55436,0.69662017,0.86923701,1.2014708e-09,247.61029,1256.7423
1907,123.52972,0.17422476,123.20604,0.60858387,0.031502817,208.92563,451.03528,222.19006,1.5216254,0.70027393,124.50756,0.67950237,0.69475168,1.2761152e-09,247.55008,1256.4305
1907.0833,123.50128,0.17287512,123.18012,0.60870498,0.031503037,208.89827,450.97275,222.15994,1.5033389,0.70804667,124.4622,0.67236811,0.73141986,1.2734026e-09,247.49449,1256.1991
1907.1667,123.47399,0.17214182,123.15421,0.6088261,0.03150326,208.86971,450.90768,222.12859,1.4510804,0.69741899,124.41682,0.65414023,0.73344499,1.2892031e-09,247.44067,1255.912
1907.25,123.44714,0.17210974,123.12741,0.60895133,0.031503491,208.84248,450.84515,222.09848,1.3730975,0.6720618,124.37017,0.63638806,0.70407295,1.3104415e-09,247.38712,1255.5885
1907.3333,123.42249,0.17325777,123.10062,0.60907644,0.031503718,208.81848,450.78915,222.07166,1.2940687,0.6083644,124.32112,0.63333303,0.67676252,1.3358192e-09,247.33696,1255.2398
1907.4167,123.39948,0.17526288,123.07385,0.60920161,0.031503949,208.80579,450.75641,222.05634,1.2321839,0.59730923,124.26991,0.6264627,0.63260472,1.3520634e-09,247.28931,1255.0072
