year,froot_gCm2,leaf_gCm2,p_uptake_demand_ratio,gpp_pft7_gCm2day,gpp_pft9_gCm2day,gpp_pft10_gCm2day,l2fr_site,l2fr_canopy,l2fr_ustory,leaf_alloc_gCm2yr,froot_alloc_gCm2yr
1901,8.1952345,0,8.1673752e-05,0.001224415,0,0,0.78850144,1.4040142,1.2225075,0,0
1901.0833,7.9101706,0,9.3519142e-05,0.00074881623,0,0,0.78002554,1.3854414,1.2350123,0,0
1901.1667,7.5847809,0,9.9733137e-05,1.452109e-06,0,0,0.7746073,1.3678664,1.2455742,0,0
1901.25,7.6353285,1.8623474,0.00012010481,-5.0483845e-05,-1.4938724e-05,0,0.77400166,1.3502408,1.2554359,50.431335,14.797177
1901.3333,8.3858445,4.7636977,0.00014588486,0.012590051,0.076669704,0,0.67883587,1.3223059,1.255869,0,0
1901.4167,7.6881894,5.6221774,0.00017529135,1.6576879,1.5173817,0.059548451,0.54505551,1.2721741,1.2342502,6.5621618,0.13632977
1901.5,5.1951101,8.2045048,0.00030320077,5.1593428,4.4313088,0.30707891,0.52120346,1.1964992,1.1861293,28.114459,0.25629504
1901.5833,2.9662524,8.5660163,0.0005181125,4.5201525,3.434876,0.27517034,0.78338188,1.1045858,1.1107323,10.777654,1.020948
1901.6667,2.3532703,0,0.00033739483,3.1941687,0,0,0.9208349,1.0237186,1.0237365,0,0
1901.75,2.2670303,0,0.00026652589,0.61107573,0,0,0.86338586,0.95215124,0.94327205,0,0
1901.8333,2.1577375,0,0.00015290886,1.7579776e-05,0,0,0.84526396,0.88777304,0.87056297,0,0
1901.9167,1.987542,0,0.00015697656,-4.9793578e-10,0,0,0.87339169,0.82906258,0.80501753,0,3.8179499e-05
1902,1.825328,0,0.00016736228,0,0,0,0.88459742,0.77437699,0.74501401,0,0
1902.0833,1.6830112,0,0.00018576042,-1.046388e-07,0,0,0.86407274,0.72659487,0.69349468,0,0
1902.1667,1.5377337,0,0.00021378085,-4.6036078e-05,0,0,0.80587661,0.68247616,0.64710349,0,0
1902.25,1.260656,2.4869179,0.00036802786,-2.3143861e-05,-0.00018584105,0,0.76891965,0.64024073,0.60218632,49.144763,1.6731518
1902.3333,1.0139014,4.0469388,0.00062563876,0.30730239,0.32492381,0.0080199581,0.67830265,0.60122645,0.55515778,0.99633411,0.0040051323
1902.4167,0.96925051,5.8258572,0.0008940078,5.7616992,5.0302239,0.24690937,0.55036163,0.56354088,0.50939262,29.965098,0.33364684
1902.5,1.3721734,8.2573015,0.0012890125,5.3531575,4.2495,0.32624087,0.62940127,0.53035158,0.4695482,4.5614273,2.7823771
1902.5833,2.0638127,5.2263159,0.00076189899,4.5765793,2.2635861,0.19218699,0.99476635,0.5059703,0.43816802,3.8580357e-12,4.5228353
1902.6667,2.1599103,0,0.00034019287,3.4160686,0,0,1.0961845,0.48855725,0.41429964,0,0
1902.75,2.0820652,0,0.00031109861,0.78076461,0,0,1.110433,0.47364545,0.39353248,0,0
1902.8333,1.9833988,0,0.00029638567,7.0363484e-05,0,0,1.1263669,0.46073046,0.37523001,0,0
1902.9167,1.8469136,0,0.00024630289,0.00025058045,0,0,1.140885,0.4495064,0.35863933,0,0.18221417
1903,1.7638997,0,0.00021349252,0.006903952,0,0,1.141943,0.43945792,0.34316513,0,0
1903.0833,1.682177,0,0.00021620505,0.029253648,0,0,1.1141365,0.43079185,0.32967785,0,0
1903.1667,1.6018591,0,0.00023029187,0.033038132,0,0,1.0673276,0.42288867,0.31723049,0,0
1903.25,1.6978015,2.6574137,0.00034260878,0.057908743,0.086179662,0,1.037825,0.41542643,0.3054266,53.840193,2.4894604
1903.3333,1.9611686,5.3577852,0.00040117625,0.54084382,0.50843603,0,1.1475652,0.40794212,0.29455397,0,0
1903.4167,2.0587603,6.7597143,0.0003763522,4.3047779,2.5794019,0.12985873,1.3726943,0.39913696,0.28394628,24.36937,0.0046327133
1903.5,2.185253,10.322443,0.00056082336,7.1331171,4.055642,0.33404542,1.9753183,0.39082167,0.27363643,27.175367,3.696621
1903.5833,2.9211147,11.284464,0.00041327064,5.9728875,3.3576972,0.31166376,3.0814445,0.387797,0.26650745,0.67264757,13.332544
1903.6667,3.6654696,3.0460372,0.00018608406,4.1759574,0.70584017,0.067100567,4.0603395,0.39285696,0.26579678,1.7423642e-12,4.5564582
1903.75,3.5457707,0,0.0001343879,0.82702902,0,0,4.0294323,0.40070796,0.26792121,0,0
1903.8333,3.384704,0,0.00010060806,0.00097656228,0,0,4.0995054,0.40779096,0.270015,0,0
1903.9167,3.200734,0,8.853028e-05,0.0083473658,0,0,4.3102903,0.41394868,0.27194402,0,1.2139906
1904,3.0579581,0,0.0015175517,0,0,0,4.5030971,0.41882583,0.27369249,0,0
1904.0833,2.8214445,0,0.0020771699,-4.0309553e-08,0,0,4.6240597,0.42195374,0.27515206,0,0
1904.1667,2.6021064,0,0.0024096947,-0.00018758633,0,0,4.4692903,0.42362103,0.27641001,0,0
1904.25,2.6603108,3.8871043,0.0037218225,-0.00048834578,-0.0006500325,0,4.2211061,0.42426124,0.2779285,55.033262,2.7521799
1904.3333,2.6195175,5.1417677,0.0044433349,0.19967791,0.12656485,0.0031385188,3.6437635,0.42344913,0.28148893,0.38752716,0.00082651715
1904.4167,2.5199,6.6970941,0.0049737864,6.2090036,3.5638236,0.24860764,2.8721428,0.42120931,0.28444657,39.887053,1.8297163
1904.5,3.1726793,9.1228047,0.0041310317,6.4029694,3.8061313,0.36478652,2.910094,0.42026979,0.28691834,2.4939782,10.907912
1904.5833,3.8280897,3.3859857,0.0022324675,5.5963336,1.3234785,0.12699308,3.7135158,0.42482436,0.29233518,2.3834759e-12,3.8839207
1904.6667,3.706468,0,0.0014204048,4.132686,0,0,5.0329542,0.43175393,0.30058581,0,0
1904.75,3.5275484,0,0.001484625,0.3986652,0,0,6.7078571,0.43805203,0.30817103,0,0
1904.8333,3.395569,0,0.0015140394,0.0083121416,0,0,8.603035,0.44372752,0.31497797,0,0
1904.9167,3.2626658,0,0.0015443243,8.0238102e-08,0,0,10.85101,0.44883469,0.32112139,0,2.1207609
1905,2.794923,0,8.2135295e-05,-4.1816148e-08,0,0,13.349673,0.4533667,0.32654762,0,0
1905.0833,2.0416968,0,3.6962658e-05,-5.6104059e-05,0,0,16.181581,0.45702028,0.33017933,0,0
1905.1667,1.6886935,0,3.8681846e-05,-7.6135538e-07,0,0,18.956034,0.4601528,0.33270204,0,0
1905.25,1.6455266,2.0081461,0.00027445334,-0.00032239567,-1.1352772e-05,0,20.378962,0.46274468,0.3351143,25.60336,2.1373063
1905.3333,1.6148202,2.4838289,0.00032624474,0.25353005,0.21332107,0.0017727501,21.397457,0.46323261,0.33917987,0.23509221,0.0044441392
1905.4167,1.710107,3.7105484,0.00033753685,5.8047066,4.301188,0.17479526,21.311913,0.4610371,0.34246385,20.143121,1.3852566
1905.5,2.1503302,4.9432316,0.00023542636,5.8791154,4.1695982,0.26619513,21.981825,0.45939162,0.34556288,4.1187696e-12,5.6477531
1905.5833,2.6833802,4.9317954,0.00020317064,4.7428409,3.3229444,0.22135789,24.599129,0.46468756,0.35078704,4.0861406e-12,6.8846284
1905.6667,2.916394,0,9.8882076e-05,3.197614,0,0,27.875156,0.47817922,0.35781232,0,0
1905.75,2.7961778,0,0.00010695263,0.769562,0,0,32.175961,0.49197268,0.36465603,0,0
1905.8333,2.685237,0,0.00010601548,0.012686195,0,0,37.770508,0.50443029,0.37093866,0,0
1905.9167,2.5824085,0,0.00011388373,1.8852898e-05,0,0,44.536697,0.51566112,0.3766672,0,0.00082972681
1906,2.486109,0,0.0029012831,1.6584511e-06,0,0,52.382805,0.52589536,0.38194779,0,0
1906.0833,2.3983472,0,0.00306638,0.0028811393,0,0,60.031204,0.5346334,0.3864989,0,0
1906.1667,2.3137275,0,0.003142124,0.00077694356,0,0,66.944511,0.54245293,0.39062133,0,0
1906.25,2.4142778,1.370523,0.003864333,0.01211543,0.01251592,0,72.51355,0.54985291,0.39441761,32.837353,3.6316177
1906.3333,2.7361114,3.412148,0.004487562,0.063215228,0.086432362,0,74.298531,0.56086314,0.39604586,0,0
1906.4167,2.8043627,4.1451706,0.004412536,1.5917019,1.052788,0.063717084,72.975128,0.57549715,0.39361393,11.582958,0.013108085
1906.5,3.045189,6.8997815,0.0040710508,5.1928346,3.2876677,0.38541068,69.414497,0.58933908,0.38710144,20.210158,11.924923
1906.5833,4.1246526,1.7172582,0.0019680716,4.2407318,0.59334121,0.065304245,69.631371,0.60293114,0.38083041,1.3655477e-12,5.1654143
1906.6667,4.0226844,0,0.0016143052,3.0495398,0,0,73.349594,0.61609638,0.37561843,0,0
1906.75,3.8732896,0,0.0016433963,1.1588914,0,0,77.041634,0.62792784,0.37087741,0,0
1906.8333,3.7283686,0,0.0015966145,0.019251789,0,0,81.301804,0.63936365,0.36658075,0,0
1906.9167,3.5913086,0,0.0015925103,2.8310042e-07,0,0,86.657661,0.65069932,0.36269125,0,0.28368131
1907,3.4726765,0,0.0016222412,3.5141836e-05,0,0,92.429031,0.6607796,0.35910362,0,0
1907.0833,3.3420213,0,0.0016729241,5.5871019e-05,0,0,98.249641,0.66816324,0.35596162,0,0
1907.1667,3.1095108,0,0.0017634475,0,0,0,103.97604,0.67399764,0.35308766,0,0
1907.25,2.8307412,0.1116964,0.0019433274,-4.7118427e-06,0,0,107.93988,0.67724901,0.35029227,40.334727,6.0644694
1907.3333,3.2247761,3.7997647,0.003776751,0.0019754503,0.0016622032,0,108.74576,0.67715156,0.34698707,0,0
1907.4167,3.2663296,4.7475011,0.0038836538,0.27692491,0.15855806,0,108.74291,0.67179549,0.34091416,0,0
1907.5,3.2334686,7.2446074,0.0037305632,3.696205,1.9656747,0.32512659,110.48021,0.66074842,0.33127743,36.569092,0.44154683
1907.5833,3.834249,9.4086472,0.0031840473,3.2730542,2.1179152,0.41302622,113.28327,0.64830226,0.31988004,7.9684281e-12,12.505087
1907.6667,4.4474173,3.9329678,0.002019668,2.2061311,0.64189883,0.13671427,113.15549,0.64231253,0.31080145,3.2603077e-12,4.0542125
1907.75,4.3461095,0,0.0013010534,0.083448381,0,0,114.90247,0.64560401,0.30772102,0,0
1907.8333,4.1739997,0,0.0012943889,0.0022156616,0,0,117.4926,0.64998299,0.30552474,0,0
1907.9167,3.833916,0,0.0012830747,0,0,0,119.07714,0.65324175,0.30354702,0,0.14549222
1908,3.4742237,0,9.1116264e-05,0,0,0,119.68225,0.65410143,0.30160949,0,0
1908.0833,3.1514356,0,5.6583329e-05,0,0,0,120.20956,0.6527738,0.29976341,0,0
1908.1667,2.8571796,0,6.2441803e-05,-8.7463006e-05,0,0,120.30167,0.64963973,0.29784024,0,0
1908.25,2.9769507,3.2373122,0.00012604774,-0.00055155902,-2.8886677e-06,0,119.3456,0.64452118,0.29521605,38.979209,3.6169545
1908.3333,2.9376778,4.3857633,0.00016270507,0.2882727,0.21161122,0.016238102,118.81929,0.63595897,0.28973353,2.6812121,0.045185422
1908.4167,2.9340235,6.9266143,0.00016120171,3.2519388,2.2906836,0.33750986,115.70628,0.6239993,0.28125501,32.313763,2.1428287
1908.5,3.6743346,9.012728,0.00015256855,3.2067143,2.5476565,0.48572232,113.1567,0.61207312,0.272089,7.962963e-12,11.663936
1908.5833,4.4807689,9.6907821,0.0001437246,2.3106412,1.8509627,0.38491775,109.48415,0.60550725,0.2640782,8.121988e-12,12.27865
1908.6667,5.3025833,3.3763926,7.3949886e-05,1.6482411,0.48846381,0.10051774,109.26895,0.6091333,0.25863585,2.6565736e-12,5.9561725
1908.75,5.189932,0,4.4451921e-05,0.32831527,0,0,117.9812,0.61901534,0.2563104,0,0
1908.8333,4.9056672,0,3.1168187e-05,0.0048568667,0,0,124.5518,0.62804341,0.25448561,0,0
1908.9167,4.4392576,0,3.0753479e-05,0,0,0,126.42355,0.63487661,0.25252369,0,0
1909,4.0021972,0,5.6264751e-05,0,0,0,127.88245,0.63898265,0.25007671,0,0
