year,froot_gCm2,leaf_gCm2,p_uptake_demand_ratio,gpp_pft7_gCm2day,gpp_pft9_gCm2day,gpp_pft10_gCm2day,l2fr_site,l2fr_canopy,l2fr_ustory,leaf_alloc_gCm2yr,froot_alloc_gCm2yr
1901,111.64301,0,1.7788241e-06,0.00037011967,0,0,1.9429388,1.6019871,1.8223621,0,28.664195
1901.0833,110.93118,0,1.8862276e-06,-1.0069386e-06,0,0,1.8324089,1.5764802,1.8840475,0,29.349997
1901.1667,110.11315,0,1.9234251e-06,-1.2723592e-05,0,0,1.7638813,1.5499046,1.931837,0,28.033103
1901.25,109.58885,28.869824,1.9470301e-06,-0.00085527255,-0.00025116616,0,1.7443135,1.5251948,1.9663429,810.96023,42.605885
1901.3333,105.37989,66.385597,2.0235918e-06,-0.00031196271,0.00031915092,0,1.7176278,1.4990662,1.9843898,0.011325387,0.14647661
1901.4167,95.293358,69.836386,2.237203e-06,0.76500872,2.2581674,0.027141192,1.6477833,1.4579171,1.9559004,175.12261,17.020408
1901.5,88.808253,86.095273,2.5097613e-06,2.924807,7.2994495,0.22536288,1.7433972,1.3938218,1.8663137,100.02894,58.288733
1901.5833,87.0208,90.866134,2.4590327e-06,2.4950652,6.2705057,0.23029216,2.0596919,1.3261154,1.7219636,24.589138,46.503966
1901.6667,87.211378,9.1881305,2.1779967e-06,2.0942154,0.56558608,0.022167388,2.2775137,1.267483,1.57752,1.4237823,26.474657
1901.75,87.078661,0,1.957442e-06,0.40044232,0,0,2.2589982,1.2143198,1.4490107,0,23.358784
1901.8333,86.745694,0,1.8632356e-06,0,0,0,2.1184571,1.1659087,1.332823,0,23.277559
1901.9167,86.142078,0,1.9297513e-06,-7.5957911e-12,0,0,1.9680442,1.1225649,1.2291242,0,25.539098
1902,85.651651,0,1.9615886e-06,0,0,0,1.7974517,1.0835125,1.1356094,0,22.929652
1902.0833,85.022092,0,1.9971467e-06,-2.7202258e-10,0,0,1.6517799,1.0503124,1.0565666,0,22.767515
1902.1667,84.336028,0,2.0629748e-06,0,0,0,1.5789551,1.0202661,0.98657578,0,22.559945
1902.25,83.610222,50.865799,2.1137353e-06,-0.00011682482,-0.00010351883,0,1.6065412,0.99268836,0.92266166,1034.7605,28.753496
1902.3333,83.124451,84.720522,2.2077877e-06,0.039151411,0.12951195,0.0005466672,1.6238922,0.96979499,0.86764872,7.1459702,22.36957
1902.4167,84.535263,86.83598,2.1855117e-06,2.7438297,7.9992056,0.14226946,1.7703055,0.9512794,0.81967598,37.22124,66.049439
1902.5,88.752799,88.982902,2.1600551e-06,2.766723,7.5004304,0.22829886,2.3403039,0.94095862,0.78034222,12.814054,85.103603
1902.5833,94.768137,52.24419,1.7366581e-06,2.5684623,4.2027045,0.13741652,3.1158636,0.94265223,0.75588918,5.9390354,80.570985
1902.6667,96.16676,0,1.4740132e-06,2.1343268,0,0,3.9978583,0.95124209,0.74610001,0,27.181727
1902.75,96.093453,0,1.3433437e-06,0.39491272,0,0,4.6858139,0.95880985,0.73881465,0,26.158351
1902.8333,95.917068,0,1.2958167e-06,0.0001123936,0,0,4.9376793,0.96533412,0.73249793,0,25.252841
1902.9167,95.719635,0,1.2522145e-06,5.352747e-05,0,0,4.7796235,0.9710747,0.72668594,0,28.963593
1903,95.815271,0,1.2900433e-06,0.0016410145,0,0,4.5209894,0.97626978,0.72124153,0,24.753262
1903.0833,95.57987,0,1.3196091e-06,0.0087768083,0,0,4.1527162,0.98071331,0.71639615,0,24.612173
1903.1667,95.33751,0,1.3575077e-06,0.0078636146,0,0,3.6347997,0.98472595,0.71193743,0,24.302852
1903.25,95.555343,39.800957,1.4361638e-06,0.0016271861,0.011755075,0,2.955198,0.9890064,0.70749825,1038.1066,39.419972
1903.3333,96.85985,85.994191,1.5560853e-06,0.13536219,0.84624045,0,2.2496362,1.0001851,0.69982225,11.475361,40.203015
1903.4167,98.463662,87.860458,1.7183087e-06,1.7200885,4.1229368,0.08893219,1.6676326,1.0222082,0.68779027,27.953145,80.067548
1903.5,104.15499,90.439186,1.7893015e-06,3.3721756,7.3184359,0.27933857,1.8267301,1.0589612,0.67053002,20.123267,109.95749
1903.5833,112.23064,92.028648,1.5308715e-06,3.1502248,6.1380787,0.27047924,2.1776991,1.1234925,0.6536085,10.783934,149.55194
1903.6667,119.56474,24.73136,1.3258669e-06,2.568068,1.2990436,0.054305611,2.5135651,1.2364432,0.6462909,2.02506,68.163603
1903.75,119.53366,0,1.1884547e-06,0.4898448,0,0,2.6479225,1.3635856,0.64448482,0,28.985578
1903.8333,118.94266,0,1.1753898e-06,1.5407814e-05,0,0,2.6533613,1.4790481,0.64316499,0,28.947655
1903.9167,118.04727,0,1.2408813e-06,0.0024698352,0,0,2.6515498,1.5807863,0.64180481,0,36.829
1904,117.6753,0,1.274439e-06,-2.8623479e-09,0,0,2.6709585,1.6710243,0.64024717,0,28.71857
