year,sminp_gPm2,labilep_gPm2,secondp_gPm2,occlp_gPm2,primp_gPm2,litr1p_gPm2,litr2p_gPm2,litr3p_gPm2,vegp_gPm2,storep_gPm2,totsomp_gPm2,p_uptake_gPm2yr,p_efflux_gPm2yr,sminp_leached_gPm2yr,total_inorganic_gPm2,total_ecosystem_gPm2
1901,726.16376,38.178734,438.67453,0.97942698,0.031485662,5.304069,43.089302,20.917044,5.8502169,4.7434249,242.89714,1363.8564,1363.6733,2.6345681e-06,1204.0278,1526.829
1901.0833,665.99902,34.93243,438.75989,0.97985852,0.0314859,5.3540134,43.072712,20.910646,5.6180577,4.565948,240.99689,737.74298,737.57123,2.1603134e-06,1140.7028,1461.2211
1901.1667,608.05176,30.57835,438.82632,0.98029,0.031486139,5.3945642,43.051708,20.901777,5.5286188,4.5032997,240.94879,698.96674,698.8056,1.5676571e-06,1078.4683,1398.797
1901.25,551.90009,24.586069,438.86908,0.9807362,0.031486385,5.4257007,43.016361,20.885952,5.4497395,4.4471273,240.89929,645.84167,645.59851,1.0115291e-06,1016.3674,1336.4916
1901.3333,501.30359,16.923185,438.87683,0.9811824,0.031486634,5.4418263,42.954002,20.857124,5.3879156,4.4020896,240.85017,571.08246,570.69989,5.2295843e-07,958.11627,1278.0094
1901.4167,460.49368,7.9593987,438.84158,0.98162854,0.03148688,5.4326725,42.875584,20.818449,5.4430561,4.4143066,240.80156,383.17105,381.67032,1.5787538e-07,908.3078,1228.0934
1901.5,443.80862,2.5591986,438.76697,0.98207468,0.031487126,5.3559713,42.777412,20.754864,5.6555972,4.5409884,240.75633,61.37183,57.819191,1.9551328e-08,886.14832,1205.9895
1901.5833,443.00116,2.205687,438.67841,0.98252803,0.031487375,5.6295238,43.311703,20.96755,5.6730976,4.4681206,240.69884,4.711988,3.045609,1.2609266e-08,884.89929,1205.6481
1901.6667,442.91705,2.2072144,438.59109,0.98297399,0.031487621,6.1406751,44.217899,21.394064,5.6302276,4.3705049,240.63739,4.6309719,3.2001059,1.1059323e-08,884.7298,1207.1205
1901.75,442.83389,2.2092359,438.50378,0.98341984,0.031487867,6.3728924,44.635986,21.592379,5.6355243,4.3602166,240.57379,3.5920925,2.3583875,1.2713453e-08,884.56177,1207.7326
1901.8333,442.75085,2.2114251,438.41653,0.98386562,0.031488113,6.3255687,44.520073,21.542379,5.6817374,4.4176884,240.51236,2.2435913,1.2856305,1.9533752e-08,884.39417,1207.394
1901.9167,442.66345,2.2114687,438.32928,0.98431128,0.031488359,6.3432875,44.51218,21.544552,5.4545813,4.26297,240.45987,2.1436942,3.8951907,2.5266008e-08,884.22003,1206.7975
1902,447.49884,4.275126,438.24603,0.98476416,0.031488609,6.3624864,44.519302,21.553562,5.6757369,4.5329809,155.77083,292.3746,282.64401,6.1077422e-08,891.03625,1129.4512
1902.0833,446.50745,3.9290791,438.17114,0.9851951,0.031488843,6.381906,44.533291,21.565302,5.6080785,4.5292892,153.51599,14.182498,13.211322,5.4695153e-08,889.62433,1125.7582
1902.1667,445.50565,3.5598843,438.09436,0.98562592,0.031489082,6.3995886,44.549465,21.577738,5.4486256,4.4132543,153.50229,12.82422,12.634889,4.8213803e-08,888.177,1124.068
1902.25,444.53928,3.1911702,438.01312,0.98607129,0.031489324,6.4106746,44.558628,21.586521,5.3733397,4.3621545,153.4882,12.123693,11.884109,4.1855234e-08,886.76111,1122.5407
1902.3333,443.63873,2.8367467,437.93008,0.98651654,0.03148957,6.4031415,44.547451,21.5849,5.3156128,4.3198948,153.47446,11.826119,11.357837,3.6095162e-08,885.42358,1121.0691
1902.4167,442.67935,2.4427292,437.84515,0.98696172,0.031489812,6.308023,44.542271,21.582073,5.4097104,4.350646,153.46396,14.924122,11.527257,2.6345052e-08,883.98566,1119.6423
1902.5,441.4548,1.9065138,437.75797,0.98740679,0.031490054,6.1696162,44.735874,21.660479,5.74369,4.5878978,153.45125,21.171846,14.186401,1.2707874e-08,882.13818,1118.487
1902.5833,439.72952,1.0912472,437.66586,0.98785913,0.031490304,6.5149736,45.588364,22.029562,6.0179653,4.7962265,153.435,25.094301,19.589365,5.6307035e-09,879.50598,1117.888
1902.6667,438.44415,0.46585411,437.57123,0.98830402,0.031490546,6.7788448,46.26004,22.242374,6.21311,4.9418244,153.41879,11.173841,7.4042997,2.1416644e-09,877.50098,1117.356
1902.75,438.20071,0.3864646,437.47498,0.98874885,0.031490788,6.7808022,46.292023,22.222694,6.2563372,4.9656692,153.40308,4.2887802,3.1303539,1.8018725e-09,877.0824,1117.003
1902.8333,438.10449,0.38650203,437.37866,0.98919356,0.03149103,6.6411009,46.071815,22.12792,6.2341833,4.9554296,153.38567,3.3421683,2.6780188,2.1669799e-09,876.89032,1116.3064
1902.9167,438.01016,0.38755894,437.28235,0.98963821,0.031491272,6.5932531,46.001595,22.104549,6.1051354,4.8697672,153.36919,2.836617,3.8681886,2.5942806e-09,876.70117,1115.7447
1903,437.91367,0.38827401,437.18451,0.99009001,0.031491518,6.5552254,45.951923,22.090425,5.9739537,4.7629733,153.35307,2.7259045,1.5391747,2.9409117e-09,876.50806,1115.1957
1903.0833,437.82175,0.38890007,437.0914,0.99051982,0.031491753,6.5192738,45.901779,22.075003,5.8735242,4.7095304,153.33792,2.6651845,1.6108254,3.2685374e-09,876.32404,1114.741
